review_title,split_2_category,bert_topics,name_of_topic,x2,y2,z2,is_outlier
Hdmi cable. ,"Home Theater, TV, & Video",2,Electronics-Charging Related,-1.586844248582149,-4.102227851917057,2.351006301411927,False
Perfect fit for iPad. Premium quality Over all good,Accessories & Peripherals,-1,General Review,2.6547882758694987,-7.410967907756417,-6.813863543237257,False
Above average phone. I purchased the 6/128gb variant.To sum  it up in to pros and cons.Pros :-1.Good design in terms of look of the phone and it's build quality.2. Screen quality is good with little boosted colour tone.3. The new processor is very smooth and responsive.4. Speaker quality is good without too much treble.5. Camera is ok for selfie and main camera performance is above average with less noise.6. Camera in front is small so notch is not distracting while playing video.Cons :-1.Main camera struggles after 3x zoom.And video call performance of front camera  is inferior to stock selfie photo.2. 18 watt charger took 1hr30 mins to charge 80% of the phone.So charging speed is not time saving for this big battery.,Mobiles & Accessories,1,Product Quality Related,-2.5808390445058107,9.577850431191491,4.823575958779826,False
Very Bad mobile. Very Bad mobile,Mobiles & Accessories,1,Product Quality Related,-2.7975115417767453,8.955090629189181,5.323784136893931,False
Dont expect much. ,Car Accessories,0,Good Review,-8.65495159589469,7.632457331616427,2.7093593095364983,False
Not smudge proof. ,Accessories & Peripherals,-1,General Review,2.1096415355420746,-6.5601679082748126,-6.511334952761804,False
Best. ,Mobiles & Accessories,0,Good Review,-8.643520894067898,7.753462404170958,1.7428790151110887,False
Very nice it's charging like jet. ,Accessories & Peripherals,2,Electronics-Charging Related,-2.331746811250165,-4.323696362125634,2.4820225556137396,False
Good. ,Mobiles & Accessories,0,Good Review,-8.786057796678962,7.610291696452907,2.2302642637988095,False
The juicer is useless but blender/grinder/mixer is fine. ,Kitchen & Home Appliances,1,Product Quality Related,-2.917055757350766,9.23486074346854,4.93020729544362,False
Quality is good. ,Accessories & Peripherals,1,Product Quality Related,-2.4801231730272697,9.438347694096622,4.510570060341994,False
It's a good product under 199 rupees It's neatly packed and has good quality built. ,Accessories & Peripherals,1,Product Quality Related,-2.2133877027310325,8.315898515208328,4.566982106556686,False
It's pretty good. It's a good product.,Accessories & Peripherals,1,Product Quality Related,-2.479536864680306,9.085280694389446,4.591763351626583,False
Good 👍. ,Kitchen & Home Appliances,0,Good Review,-8.442007956585865,7.518448180720029,2.3393963053864844,False
Best price and best quality. Just go for it.. ,Kitchen & Home Appliances,1,Product Quality Related,-1.9233307195000298,9.382057774533703,4.94191992854546,False
You can trust on this one. ,Accessories & Peripherals,1,Product Quality Related,-2.7501008939655684,9.760577070585704,4.5108593521374525,False
Compact and effective. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.2768127051633096,9.814536501084055,4.585643579016568,False
Sturdy. ,Mobiles & Accessories,1,Product Quality Related,-2.1039217012485945,9.197726309749374,5.003167845864793,False
Quality is good. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3169975297984866,9.19842405012858,4.356584308562228,False
The remote is of OK quality. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.049778382372432,-4.229669443182513,-2.293634823561179,False
Noise. ,Wearable Technology,1,Product Quality Related,-2.836490416453686,8.969515228036306,4.334060074185097,False
Decent product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.2508328168850693,9.309297353584936,4.749978311255447,False
Its a good mouse for normal usage... loved it.💕. ,Accessories & Peripherals,4,Computer Accesories Related,6.783577324963422,-5.319553379652531,-6.588521365305481,False
Remote is working fine. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.270784255772845,-4.308302927689724,-3.4788518962991164,False
Best in class Air fryer from Philips. ,Kitchen & Home Appliances,-1,General Review,1.10510530851667,-7.261787937193891,-7.14017850211041,False
Good night light at 5Volt.. Good milky light. Better value for money. Used it in a phone's charger. And also in a power bank. Can be used in snowy winter when least electricity is available in Kashmir.,Accessories & Peripherals,7,Lighting Related,-1.4090814314047568,5.730507237963162,-5.834518947308264,False
Good quality 👍. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.245308635297642,8.188529742586784,4.427014230835521,False
Everything is great but you can increase battery backup. ,Wearable Technology,5,Battery Related,-6.316839321047889,-3.857840472056435,0.19241648583641036,False
Tough. ,Accessories & Peripherals,1,Product Quality Related,-2.556329510090052,8.834849879618297,4.294082191525447,False
Good budget buy. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3998345071525926,8.550471908018126,4.527869143059394,False
Very dark. ,Office Paper Products,7,Lighting Related,-1.5370788358107639,5.755328059168227,-6.0716880193471985,False
Good. ,Kitchen & Home Appliances,0,Good Review,-9.184862403511156,7.653403611813142,2.256625428286038,False
Going to buy it again. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-3.1513508338766725,9.531580949138164,4.862867047464849,False
Nice product. Nice product,"Home Theater, TV, & Video",1,Product Quality Related,-2.8895139904658604,9.719605648318149,4.536952235992395,False
Product is good for this price. ,Kitchen & Home Appliances,1,Product Quality Related,-3.28729830183725,8.423807151915957,3.720304500563014,False
Good Quality. ,Mobiles & Accessories,1,Product Quality Related,-2.4772472013446603,9.145711374273327,4.549486218090476,False
Good. ,Kitchen & Home Appliances,0,Good Review,-8.395410053681767,6.951047702517286,1.9072452504493704,False
Dull Physical Looks. ,Accessories & Peripherals,-1,General Review,1.9229035298317234,-7.253470756187363,-6.401649504665496,False
VALUE FOR MONEY PRODUCT WITH WORST AFTER SALES SERVICE FROM EUREKA FORBES!. ,Kitchen & Home Appliances,1,Product Quality Related,-2.0117793826136277,9.355039491949139,4.577615820912142,False
Doubts on fast charging. ,Accessories & Peripherals,2,Electronics-Charging Related,-0.9944301424188117,-4.448961277377736,1.506853050853706,False
V good less price than that of market. ,General Purpose Batteries & Battery Chargers,1,Product Quality Related,-2.2383966641272557,9.457822695827003,4.962411643851674,False
Awesome Product. ,Mobiles & Accessories,1,Product Quality Related,-2.2694889547036503,8.768160575368839,5.3830188967443675,False
Excellent product for apartments with DG backup.. ,Networking Devices,5,Battery Related,-6.879486025612602,-3.7879043958597673,0.9064639834279098,False
Portronics knonnect L 1.2 mtr Micro USB cable. ,Accessories & Peripherals,-1,General Review,1.5328808040753354,-7.195368137512301,-7.455480280786109,False
Dustbag. ,Kitchen & Home Appliances,0,Good Review,-8.520946761102236,7.180408152106378,1.7528472042919696,False
Okk. ,Kitchen & Home Appliances,0,Good Review,-9.20553106268189,7.903659019002328,1.5734400102696098,False
It is kinda heavy and i suggest u should use an mouse pad. ,Accessories & Peripherals,4,Computer Accesories Related,6.8223701780160395,-6.356336364270153,-5.7610073616992326,False
Excellent. ,"Printers, Inks, & Accessories",0,Good Review,-8.702365784769722,7.091380914357611,2.801231629625889,False
Performance is OK. ,Mobiles & Accessories,1,Product Quality Related,-2.2191335696913894,8.290268879187114,4.797385333149718,False
Nice product 👍. ,Kitchen & Home Appliances,1,Product Quality Related,-1.8162036199745,8.674939513629084,4.406541663076706,False
Very nice cover.. Very nice quality and fit. A good buy which meets expectations. Thanks Amazon.,"Home Theater, TV, & Video",3,Smart Devices Related,-6.500929246120354,-3.8814242814360065,-2.26260044406937,False
Decent. Decent performance,Accessories & Peripherals,1,Product Quality Related,-3.1369866042734773,9.132739564152564,4.4046175860998735,False
Very nice product..only wire is small in size otherwise its good. ,Kitchen & Home Appliances,2,Electronics-Charging Related,-0.9769595662148979,-3.977008770630662,2.1312132535537183,False
Good. Good,General Purpose Batteries & Battery Chargers,0,Good Review,-8.724479337621181,7.671849936244088,2.319704502998014,False
Product is good and working properly. ,External Devices & Data Storage,-1,General Review,1.7068293148672702,-7.115101048552964,-6.26930428878555,False
Very useful. ,Mobiles & Accessories,1,Product Quality Related,-2.281145644845612,9.138052602255142,4.414157657903851,False
Good price but the OS lags. The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,"Home Theater, TV, & Video",1,Product Quality Related,-2.6099043538808977,8.918907861338496,4.976246290840276,False
Excellent product. ,Kitchen & Home Appliances,1,Product Quality Related,-3.1809682708066354,9.4025395972429,4.130576655505358,False
First time product user. ,Kitchen & Home Appliances,-1,General Review,1.569135100396915,-6.815153222250527,-7.1012715686242665,False
Nice product.. ,Accessories & Peripherals,1,Product Quality Related,-2.7037598309829156,8.843152441911172,5.4410576698586155,False
No bad. Good product but the speed is a bit low. Hence less suction power. Very low noise.,"Heating, Cooling, & Air Quality",-1,General Review,2.391829028277444,-7.184398328772983,-7.19375014267659,False
Nice product. ,Kitchen & Home Appliances,1,Product Quality Related,-3.174419829004958,9.593015264242934,4.73747331142716,False
Solid purchase. ,Kitchen & Home Appliances,1,Product Quality Related,-2.8641181698672296,9.026615809969348,4.239811815648603,False
Super designed. ,"Home Theater, TV, & Video",-1,General Review,2.1388634516613436,-6.377252375144991,-6.650284906261261,False
Very good machine insuch a price range. ,Kitchen & Home Appliances,-1,General Review,1.6160784955258194,-6.705095913189982,-7.024082861868292,False
Nice. ,Accessories & Peripherals,0,Good Review,-8.886794113757212,7.302837670975485,1.6731958065487604,False
Great protectione and design. ,Mobiles & Accessories,-1,General Review,1.7325020130977553,-6.852028166686276,-7.728962958345735,False
Good. ,Cameras & Photography,0,Good Review,-9.165086191907266,7.511870459248856,2.417434003387373,False
Okie. Its super good for normal usage,Mobiles & Accessories,1,Product Quality Related,-2.214549649892522,9.545782700238021,4.459468388781939,False
Overall good. ,"Home Theater, TV, & Video",0,Good Review,-9.00953545891949,8.052508252696219,1.643580197191643,False
. Worth a buy,Accessories & Peripherals,1,Product Quality Related,-2.573600889530631,9.719680371165419,4.282666635464694,False
Premium looking watch. ,Wearable Technology,3,Smart Devices Related,-7.766061613382064,-4.747018445790995,-2.738568946844634,False
Only Bucket filter  are missing..Please  send me the bucket filter only immediately.. ,Kitchen & Home Appliances,1,Product Quality Related,-2.6999893787818454,8.76767135734702,5.049884714674083,False
Acer 32  Sound bar tv review. ,"Home Theater, TV, & Video",-1,General Review,2.255209578702627,-7.223164902470854,-7.312972847607145,False
Watch not working. ,Wearable Technology,3,Smart Devices Related,-6.778313380539095,-3.880375512770943,-3.585127977409302,False
Functional for casual use. ,Mobiles & Accessories,-1,General Review,1.9793969938657734,-6.697596960863122,-6.924270058836582,False
Value for money. ,Kitchen & Home Appliances,1,Product Quality Related,-2.7103860274154012,8.50717070249366,5.527143198405792,False
Good sturdy micro usb cable with good charging speeds. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.0154764057120136,-3.9420552297198848,2.5074993497664497,False
Beast in budget!. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.3357046654415425,9.259182848777431,4.275407002170661,False
. Product is good and works fine for a month.,Kitchen & Home Appliances,0,Good Review,-9.20465247830622,7.3923464844452065,1.7869556091414642,False
Ok. ,Kitchen & Home Appliances,0,Good Review,-9.326995597533296,7.329054995388182,1.447305316661307,False
Screw missing. The screw required for installation is missing,"Heating, Cooling, & Air Quality",-1,General Review,2.5043659192143126,-7.2571093637233,-7.082116501574017,False
Great experience everything is fantastic 🤠. Greater then ever,"Home Theater, TV, & Video",0,Good Review,-9.296623069856832,6.82672877151944,2.1968643303391255,False
Good quality. ,Accessories & Peripherals,1,Product Quality Related,-2.107676867198537,9.215923660975898,4.701338487946749,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-8.139055573408307,7.7066936616331985,1.8211430913588427,False
NOt worth the money. ,Wearable Technology,1,Product Quality Related,-2.441405204084505,9.030816860949123,4.861865702227546,False
Very good product. Good for one small room (120sq ft),"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.449491418895431,9.652377346559701,4.342535131577855,False
Bad. ,Kitchen & Home Appliances,0,Good Review,-8.632121503029973,7.231177271019529,1.4188564531122916,False
GARBAGE QUALITY. Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,"Home Theater, TV, & Video",1,Product Quality Related,-3.163303977448698,9.556704666850898,5.060938591687206,False
good but doesnt last. ,Accessories & Peripherals,0,Good Review,-10.256380921946986,8.302665939035384,6.105412317662597,True
Good. ,Kitchen & Home Appliances,0,Good Review,-9.083285270524536,7.372800380044622,1.845191612189697,False
Very good. ,Office Paper Products,0,Good Review,-8.446192288548906,7.531593484138812,2.017664321136647,False
Absolutely amazing.. ,Accessories & Peripherals,0,Good Review,-8.86946686925374,7.36863121353273,2.233563643548849,False
iPhone 13 back cover. ,Mobiles & Accessories,3,Smart Devices Related,-6.875302385264954,-4.48428194546623,-2.6165595724119237,False
Awesome and easy to use. ,Networking Devices,1,Product Quality Related,-2.928457742964805,9.293985177059145,5.2467712462322,False
Better. ,"Heating, Cooling, & Air Quality",-1,General Review,1.3207883986238098,-7.261660106405601,-7.010314958473921,False
okay okay. ,Mobiles & Accessories,0,Good Review,-8.528269936391439,7.666964098148503,1.6317645071622675,False
Good Product. ,Accessories & Peripherals,1,Product Quality Related,-1.626883081981791,8.554852802102825,4.540938465368536,False
Value for money.. ,Accessories & Peripherals,1,Product Quality Related,-2.185781319723873,8.631045802733443,4.4726657583540455,False
"Worked will for only 3-4 months.. It worked really well for 3-4 months but now it started showing its ""cheap chinese"" side. Display keeps disconnecting randomly and will come back. It's a headache to read/work on external monitor now since it keeps disconnecting the external monitor and then reconnects it.","Home Theater, TV, & Video",0,Good Review,-9.187294617683763,7.235297901735107,1.47968221394956,False
As of now seems good. ,Accessories & Peripherals,0,Good Review,-8.065145080334947,7.6021981786802595,1.7994482794248126,False
Okie. Its super good for normal usage,Mobiles & Accessories,1,Product Quality Related,-2.7646869512633163,8.988527111948438,3.30807731722485,False
Good. ,Accessories & Peripherals,0,Good Review,-8.65218258714328,7.809718404148616,1.8892319154590553,False
Nice product. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.8942679006885452,8.636360332101633,4.705888941203586,False
Good product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.4651148713591007,8.364851293944387,4.552415293327395,False
Better then original. ,Accessories & Peripherals,0,Good Review,-8.367117483359095,7.388357192557414,2.3672564652312507,False
Worthy product ...!!!!👍. ,Networking Devices,-1,General Review,2.238804175448821,-7.466735727413373,-7.632074275424747,False
Worth For The Money 💰. Good one under This price..! One of the Best Android phone by Vivo 💚,Mobiles & Accessories,1,Product Quality Related,-1.9558015572777412,9.146775232142272,4.842599874049091,False
Nice product. ,Accessories & Peripherals,1,Product Quality Related,-3.0446707196709517,8.949812032910595,5.051555072309533,False
Have bought 5 different sealing machines online by far this is the best. ,Kitchen & Home Appliances,-1,General Review,1.6812546889453213,-5.996408772133851,-6.829946121485609,False
Very easy to chop veggies in a very short time. ,Kitchen & Home Appliances,1,Product Quality Related,-2.353988900933298,8.697596418642684,5.1980954682593214,False
Too short to use. ,Kitchen & Home Appliances,1,Product Quality Related,-2.8138262338899214,9.533702660105956,4.885493341810984,False
Good product. ,Accessories & Peripherals,1,Product Quality Related,-2.8559252744904082,9.047550161558041,5.102794533169717,False
Sturdy micro USB cable for Old phones. ,Accessories & Peripherals,-1,General Review,1.0709612950080567,-7.05549999471865,-6.426094850435251,False
Good Product. ,Accessories & Peripherals,1,Product Quality Related,-3.06390796812938,8.797071530226464,4.414312248382417,False
Nice. ,"Home Theater, TV, & Video",0,Good Review,-8.920922147222436,7.562042829683188,2.001742263987166,False
Perfect For HP Laptop. ,Accessories & Peripherals,4,Computer Accesories Related,6.5715558390248505,-5.638486488433727,-6.329521424511336,False
Handy. ,Kitchen & Home Appliances,-1,General Review,1.4203722634708305,-7.673132074932488,-7.088193198657579,False
Good buy. The phone serves all my purpose..very good one❤️,Mobiles & Accessories,1,Product Quality Related,-3.00607626090151,9.030613554754096,4.513576101340426,False
. Thik aaw,Accessories & Peripherals,0,Good Review,-8.597751119191768,8.290865216927683,2.0098360889435845,False
Good. spares difficult to buy,Kitchen & Home Appliances,-1,General Review,1.8112378275093994,-6.0916520263253044,-6.430189602484791,False
They can improve more. ,Wearable Technology,1,Product Quality Related,-2.5881118562565257,7.714152737720039,5.484714567129265,False
Powrrfully loaded for the purpose.. ,Kitchen & Home Appliances,1,Product Quality Related,-1.828628126876602,9.352227564208338,4.304793286279278,False
It's not fitting on keyboard. ,Accessories & Peripherals,4,Computer Accesories Related,6.774642660456735,-5.42210770068571,-6.042567544704202,False
Laptop Table.. ,Accessories & Peripherals,4,Computer Accesories Related,6.171362318298132,-5.743609375334539,-6.70363949504768,False
good product. ,Accessories & Peripherals,1,Product Quality Related,-2.6687401818971077,9.21249273785628,4.306675533892325,False
Budget Friendly. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.9512668554603723,8.964966909630721,4.186718079131368,False
. Stability should have been better.,Accessories & Peripherals,1,Product Quality Related,-2.9756889142508935,8.737108836139495,4.870503284431699,False
An additional charger same as ORIGINAL .. ,Mobiles & Accessories,2,Electronics-Charging Related,-0.8879960194698762,-3.8541051816504646,2.0719818305752384,False
Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that. ,Networking Devices,2,Electronics-Charging Related,-1.5110674959779151,-3.694132083122247,2.0172361361037554,False
good tool to use for. ,Networking Devices,1,Product Quality Related,-2.8796186078044563,8.52154264376953,4.2652641214175775,False
Okayish product. ,Wearable Technology,1,Product Quality Related,-2.4650997702050788,9.453116250763372,4.061718901515798,False
Nice product. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.1853033231348324,9.037788283373954,4.825940434158869,False
Budget friendly TV. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.7301956842830455,-3.9470491657803284,-2.1288758489258077,False
Better product with value for money.. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.5972006026951004,9.310046854207604,4.845691822764825,False
Great deal. ,"Home Theater, TV, & Video",-1,General Review,1.4400422318049797,-7.127467183192746,-8.007431307756818,False
Good. ,Accessories & Peripherals,0,Good Review,-9.0525869856471,7.451553940369531,2.18835932803611,False
It's very good. ,Kitchen & Home Appliances,0,Good Review,-8.747719140539344,7.674007947227368,2.4184200537039855,False
. Like it,"Heating, Cooling, & Air Quality",0,Good Review,-7.993252801778446,7.660559892574229,2.5414017195790723,False
Best mouse at this price. ,Accessories & Peripherals,4,Computer Accesories Related,6.618916561557799,-5.609423410524934,-6.197348806855592,False
Product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.0628587130780915,8.85459244047948,3.981648012655004,False
Dont judge a book by it's cover. ,Accessories & Peripherals,3,Smart Devices Related,-7.23555249784127,-3.985071366826936,-2.9942929934232643,False
Value for money. ,Kitchen & Home Appliances,1,Product Quality Related,-2.23542853503526,9.278338759978658,5.068753171200209,False
This is a Best kodak LED. ,"Home Theater, TV, & Video",7,Lighting Related,-0.7221574179629207,5.892737336995474,-5.965993486088618,False
Must Buy. ,Kitchen & Home Appliances,-1,General Review,1.919363632811419,-6.637581057335693,-7.301364997235777,False
Good Sound and pictures. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.4774868568780417,9.479447157215978,4.581016714141358,False
good. Good,"Home Theater, TV, & Video",0,Good Review,-8.626203782136827,7.3261781196511455,2.078323957310675,False
Superb voice quality. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.3728905527617754,9.237065281134523,4.314669695360572,False
Replacement parts not available or sold for twice as much as the value of the entire product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.381848643029298,8.792031772927915,4.598703932836462,False
. Sticks well.. Holds fair amount of weight..,Craft Materials,1,Product Quality Related,-2.9663832446201734,9.732987514368919,4.815673167426407,False
Worth to buy. ,Accessories & Peripherals,1,Product Quality Related,-3.681447732043747,9.524398525485575,5.050793304123975,False
Works as expected. ,Accessories & Peripherals,0,Good Review,-8.954348469949696,7.673785460789998,1.6758975512711252,False
Good mobile within the price range. ,Mobiles & Accessories,1,Product Quality Related,-2.6888137001457424,9.376415366628436,4.590254565053585,False
Such a amazing watch.use full gestures.. ,Wearable Technology,3,Smart Devices Related,-7.188092531633278,-3.7346948806693514,-2.881875620752634,False
Does what is needed to do. ,Kitchen & Home Appliances,0,Good Review,-8.321088748139573,7.261233906911766,2.1425640144185625,False
Sound quality. ,"Home Theater, TV, & Video",1,Product Quality Related,2.9098738550649195,9.763063556421471,4.198363892682792,True
It is perfect for Samsung smart tv. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.261173258419357,-4.230805420837256,-2.190328779166263,False
Usefully good Product. My Requirements fulfilled & Very Nice Products,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.5042577470584635,9.281228241980193,4.712323751783873,False
Good Product but Little expensive.. ,Mobiles & Accessories,1,Product Quality Related,-2.5555361319920515,9.406741789626995,4.8084096640343414,False
Value for money. ,Accessories & Peripherals,1,Product Quality Related,-2.599359220548303,8.186176710392964,4.656350643007675,False
Badhiya. Badhiya,General Purpose Batteries & Battery Chargers,0,Good Review,-9.265974820915538,7.148315490781468,1.3051200039504982,False
Work. ,Wearable Technology,0,Good Review,-8.651281244658312,7.039246118511899,2.2957475596387087,False
Good. ,Accessories & Peripherals,0,Good Review,-8.59240839249199,6.686032573116662,1.8587005631735367,False
Mediocre performance with pathetic installation experience. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-3.120968711065826,9.111271316887406,4.769380863120698,False
Good quality though bit expensive. ,Kitchen & Home Appliances,-1,General Review,2.4797404989914895,-7.288467708736925,-6.756325594874564,False
Ok. ,"Printers, Inks, & Accessories",0,Good Review,-8.389770148647889,7.502955267199442,2.6453719435930725,False
Good. ,Accessories & Peripherals,0,Good Review,-9.155500275183545,7.589397335603571,2.2794234304013647,False
Good and original. ,Mobiles & Accessories,0,Good Review,-8.602360863498545,6.770135990516309,1.9735619903397617,False
It's good. ,Kitchen & Home Appliances,0,Good Review,-8.634204554130637,7.452129293989725,1.6485358944488642,False
Very useful and worth product to buy. ,Accessories & Peripherals,1,Product Quality Related,-2.3507612211088413,9.002048902506019,4.7297186269114055,False
Potable room heater. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.2171551838529506,9.356781856037898,5.330086598053901,False
Very first time change. ,Accessories & Peripherals,-1,General Review,2.2634657140488468,-6.366131417670707,-6.8613581759546225,False
Good. ,Accessories & Peripherals,0,Good Review,-9.457919621303693,7.128374445572235,2.2007625300490825,False
rod water heater. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.0408253116145842,8.947550261120753,4.6013343219928124,False
Super fast. ,Kitchen & Home Appliances,1,Product Quality Related,-2.5935467243285224,8.867501490387054,4.511488768468425,False
Best product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.6832691321322635,9.383155510801156,4.587962504546224,False
Best Product. ,Accessories & Peripherals,1,Product Quality Related,-1.90983964008521,9.358446510900542,4.963622865032302,False
Good.. Camera and display is very poor quality and battery 🔋 is very good nothing bad,Mobiles & Accessories,1,Product Quality Related,-2.3907928017974927,9.259928450314195,4.495942651915946,False
Gets the job done 👍👍👍. ,"Printers, Inks, & Accessories",0,Good Review,-8.6113363029811,7.271573858251747,2.805561125629261,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-8.498945174047984,7.563380371788718,2.530978951473199,False
It's good if used properly.. ,Kitchen & Home Appliances,1,Product Quality Related,-3.3772852231735926,8.648252627953974,4.4235079447901535,False
Worked on iPhone 7 and didn’t work on XR. ,Accessories & Peripherals,0,Good Review,-8.658074020665287,7.047387666161141,1.303821132730355,False
Great Product and good demo.. ,Kitchen & Home Appliances,1,Product Quality Related,-2.7689248250993166,9.060988055333715,4.821128079712295,False
Good. Good,General Purpose Batteries & Battery Chargers,0,Good Review,-9.09665273773921,7.612291416462052,1.761618575576882,False
USB speakers. ,Accessories & Peripherals,1,Product Quality Related,-2.66524889944213,8.993827875469668,5.1659289703181415,False
Return. ,Kitchen & Home Appliances,1,Product Quality Related,-2.9141952111341958,8.813627456679738,4.542192820157834,False
No need to wait for a long time. ,Kitchen & Home Appliances,-1,General Review,7.225692898890815,-10.581080596473354,-4.0161832269567075,True
Good at this budget. ,Kitchen & Home Appliances,1,Product Quality Related,-2.6995160009361925,9.530456258045067,4.309793686009815,False
Excellent. ,"Home Theater, TV, & Video",0,Good Review,-8.949158111858392,7.090937891794533,1.9515618891475026,False
Good Product. Easy to use. Worth buying.. ,Kitchen & Home Appliances,1,Product Quality Related,-3.799957472964984,9.429777288164287,4.144614378493918,False
. The cable looks exactly as it is shown in the picture. I can't say about durability of this product because I have purchase this on 15th December 2022After 3 to 4 months I will update my review about the durabilityAnd the cable works fine,Accessories & Peripherals,2,Electronics-Charging Related,-1.7438990212937913,-4.098288575894388,1.359667852293592,False
Fast charging. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.5016554143236018,-4.190571876447898,2.565444750172788,False
bestor is best. ,Accessories & Peripherals,0,Good Review,-4.989785097497947,6.589417945312984,2.240232873994093,True
Reasonably Good Product. ,Accessories & Peripherals,1,Product Quality Related,-1.9014397842762134,9.98868017789002,4.105872337968892,False
Sturdy. Good quality. ,Accessories & Peripherals,1,Product Quality Related,-1.9618344156292802,9.420524052098763,3.7532126298226975,False
CHARGING CABLE. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.4131737025505529,-4.09296304419012,2.2362132224536606,False
Nice product 👍. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.4304032030569855,8.827849966504278,5.158770977632817,False
Very nice. ,"Home Theater, TV, & Video",0,Good Review,-9.155234951021496,7.356404086003821,1.8896627232915575,False
Overall good. ,Mobiles & Accessories,0,Good Review,-8.838669996464025,7.653365832267514,1.6393054915663359,False
. The cable is awesome and no charging issue till now.... Because it is a braided cable... Chance of it damage are very less... Overall... I like the product 🤞🏻,Accessories & Peripherals,2,Electronics-Charging Related,-1.0764058799577603,-3.974181494704496,2.3470952852250915,False
Good. ,Kitchen & Home Appliances,0,Good Review,-3.1233282354052685,5.648812114746248,1.4623564216394087,True
Good. There is some disturbance in the sound While using wireless FM,Mobiles & Accessories,1,Product Quality Related,-2.8472972245155765,9.129193299846639,4.624712964974994,False
Good product. Good product n it works fine,Accessories & Peripherals,1,Product Quality Related,-2.265103220650885,9.670587031507425,4.835957692966615,False
Good Item With Perfect Accuracy VFM !. ,Kitchen & Home Appliances,1,Product Quality Related,-2.508972880865066,9.138939847721291,4.897997619600519,False
Good. ,Kitchen & Home Appliances,0,Good Review,-8.900926312864687,7.679139624192449,1.852391581217445,False
Awesome. Good 👍,"Home Theater, TV, & Video",0,Good Review,-8.358044656162535,6.939533907841087,2.1684587181586528,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-8.984478730978672,6.811356594132067,2.0961585776614777,False
Noiselesss and good material quality. ,Kitchen & Home Appliances,1,Product Quality Related,-3.09425120421236,8.352702304351796,4.643804332386663,False
Amazing results. ,Kitchen & Home Appliances,0,Good Review,-9.21989421343438,7.872271950096985,2.1502136510880443,False
Less durable. ,Kitchen & Home Appliances,1,Product Quality Related,-2.1706635358543966,9.099205975262512,4.736111139318738,False
Stylish mouse. ,Accessories & Peripherals,4,Computer Accesories Related,7.244971572676155,-6.218375912933597,-5.998286261999483,False
Good. ,"Heating, Cooling, & Air Quality",0,Good Review,-8.684163685863192,6.969879259086735,1.960786168805699,False
Need to improve the outlook.. Look of the item is not impressive. Need to improve. Cord length is not sufficient. It should be bouble of the existing length.,Kitchen & Home Appliances,2,Electronics-Charging Related,-0.8863581109557352,-4.138713865336953,1.966269778023071,False
4.5 ⭐ Small and Sturdy blender and versatile. ,Kitchen & Home Appliances,1,Product Quality Related,-3.0842386374973723,8.509071986767495,4.445826859388154,False
It Worked. ,Components,0,Good Review,-8.793754823546285,7.251446439633143,2.7017754963776124,False
ok product. 3Kw huge consumption.rest is ok.and control is only by flow of water so you cannot set temprature and wastage of water is little more,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.675016068767865,9.342275585137036,5.018376304874227,False
Excellent CCTV WiFi Camera made in India. ,Cameras & Photography,1,Product Quality Related,-2.6823919865780286,8.433536681449054,4.717026706827354,False
